id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37676,Mt. Hood View in the Pearl District,162158,1462511354592858514,Paul,,Pearl,45.52564,-122.68273,Entire home/apt,,30,134,2025-06-29,0.72,2,337,2,
61893,Perfect Portland Place,300391,1462515080619594180,Matt,,Goose Hollow,45.52258,-122.69955,Entire home/apt,,30,25,2024-11-27,0.23,1,267,0,
67036,Historic Home Located in Central City,329777,1462515851707105101,Will,,Sullivan's Gulch,45.53103,-122.64448,Entire home/apt,,4,85,2025-11-29,0.47,1,331,13,12-123170-000-00-LU
93613,Sunny Queen Room in FUN Alberta Arts,501715,1462520075273747735,Teresa,,Sabin,45.55536,-122.65106,Private room,,30,70,2025-11-12,0.41,10,365,3,
99355,Beautiful Apt near City Center!,523311,1462520680383607110,Mark,,Irvington,45.53836,-122.65159,Entire home/apt,,1,340,2025-11-09,2.02,2,333,25,08-175882-000-00-LU
114086,Bright Friendly Home- Alberta Arts,501715,1462520075273747735,Teresa,,Sabin,45.55593,-122.65029,Private room,,30,73,2025-11-09,0.42,10,152,2,
117969,Beautiful Remodeled Apartment,589016,1462522785840874598,Steven,,Richmond,45.51022,-122.63088,Entire home/apt,,2,379,2025-11-16,2.96,1,253,30,24-006555-000-00-HO
134282,Daylight Foodie's Paradise & Everyone's Fun Zone,659137,1462525234316582470,Anjali,,Boise,45.55273,-122.67524,Entire home/apt,,31,35,2023-06-15,0.20,2,177,0,
143483,Garden Hideaway near City Center!,523311,1462520680383607110,Mark,,Irvington,45.54005222601903,-122.64988089596142,Entire home/apt,,1,193,2025-11-07,1.13,2,349,8,08-175882-000-00-LU
145199,Two private bedrooms with bath and kitchenette,683139,1462526043018387962,Amy,,Montavilla,45.52959,-122.59081,Private room,,3,91,2025-09-07,0.52,1,365,5,24astr-app-00058
182450,"Luminous, Cosy Home near lively SE Division Street",52505,1462507717998954905,Judith,,Richmond,45.50529,-122.63201,Entire home/apt,,5,38,2025-10-21,0.24,2,24,5,14-212846-000-00-HO
182465,Quiet room next to lively Division St,52505,1462507717998954905,Judith,,Richmond,45.50582,-122.63389,Private room,,2,367,2025-11-16,2.10,2,73,20,14-212846-000-00-HO
195632,Foodie's Paradise & Everyone's Playground!,659137,1462525234316582470,Anjali,,Boise,45.55083,-122.67567,Entire home/apt,,30,89,2024-04-14,0.51,2,177,0,17-183022-000-00-HO
199683,"Authentic Portland Flavor, Central!",975606,1462534736673993077,H Lee,,Rose City Park,45.54458,-122.60223,Private room,,31,50,2023-09-09,0.30,3,365,0,
217607,WaterFront Pearl - one bedroom one bath.  Close in,971012,1462515433564292309,Cynthia,,Old Town/Chinatown,45.52653,-122.67513,Entire home/apt,,30,46,2025-08-23,0.27,2,364,1,
218708,Vintage Charm *King* at Opal 28 Apt 3,6313800,1462703286366703752,Margot,,Kerns,45.5236,-122.63458,Entire home/apt,,30,276,2025-10-06,1.60,5,143,2,Exempt
222298,"Blues, Brews & Bicycle Guesthouse",1153902,1462538412172321632,Taizz,,Overlook,45.55815,-122.69218,Private room,,2,123,2025-08-05,0.71,3,42,6,20-110377-000-00-HO
231732,"large, sunny room in farmhouse",1153902,1462538412172321632,Taizz,,Overlook,45.55629,-122.69042,Private room,,30,48,2022-02-07,0.29,3,73,0,
231734,"Private, sunny room in farmhouse",1153902,1462538412172321632,Taizz,,Overlook,45.55748,-122.69207,Private room,,2,78,2025-09-23,0.46,3,43,18,20-110377-000-00-HO
236108,Large COMFY Room in Alberta Arts,501715,1462520075273747735,Teresa,,Sabin,45.55645,-122.64854,Private room,,30,59,2022-10-15,0.36,10,365,0,
264248,Victorian Retreat near Hawthorne,375920,1462516908192130656,Cynthia,,Buckman,45.51268,-122.6493,Entire home/apt,,30,18,2025-08-29,0.11,1,241,2,
269339,Sweet Apartment in Alberta St. Area,960864,1462534363723938399,Naomi,,King,45.55033,-122.65798,Entire home/apt,,2,375,2022-12-11,2.21,2,0,0,16-213200-000-00-HO
317797,Condo in the Courtyard,828435,1462530643636541381,Furnished In Portland,,Mt. Tabor,45.510918377814114,-122.61128317425442,Entire home/apt,,30,45,2025-08-28,0.27,6,151,2,
332420,"Vintage Artist's Home, walk/bike everywhere!",1206902,1462516589233890105,LeBrie,,Sunnyside,45.518,-122.6322,Entire home/apt,,3,65,2025-09-22,0.42,1,3,4,17-139025-000-00-HO
345650,GUEST SUITE SURROUNDED BY NATURE,38860,1462507324668653227,Renata,,Hayhurst,45.48203,-122.71903,Entire home/apt,,2,139,2022-12-12,0.85,1,267,0,20-133572-000-00-HO
357732,"Cheerful, musical, eclectic home",1810476,1462578994664277420,Susan,,Multnomah,45.46518,-122.71617,Private room,,30,37,2025-09-08,0.22,2,337,2,
362775,Kuza Cabin + Fine-Dining Village,1213257,1462516627506848298,Dayna,,Alameda,45.54903,-122.63423,Entire home/apt,,1,546,2025-11-08,3.28,8,350,53,24astr-per-00295
383701,Sellwood Music Suite,51531579,1465806248234165123,Lucca,,Sellwood-Moreland Improvement League,45.46846,-122.65395,Entire home/apt,,2,450,2025-11-16,2.70,2,140,28,14-224927-000-00-HO
386687,The Heart of Multnomah Village,532509,1462512473655660898,Maria,,Multnomah,45.4692,-122.71497,Entire home/apt,,30,236,2024-12-26,1.43,1,365,1,19-264153-000-00-HO
402130,Vintage Charm *Queen* at Opal 28 Apt 1,6313800,1462703286366703752,Margot,,Kerns,45.52949,-122.63449,Entire home/apt,,30,235,2024-09-03,1.43,5,84,0,Exempt
402191,Vintage Charm *King* at Opal 28 Apt4,6313800,1462703286366703752,Margot,,Kerns,45.52671,-122.63666,Entire home/apt,,30,325,2024-10-05,1.96,5,137,0,Exempt
408577,Eclectic cottage & sauna bath house/SE Portland,2034859,1462521802950768904,Rebecca,,Richmond,45.50964,-122.61787,Entire home/apt,,2,182,2025-11-23,1.10,2,240,47,18-177894-000-00-HO
413956,"Beautiful, Clean 1920 NoPo Bungalow",1099616,1462536943138709332,Abraham,,Overlook,45.56557,-122.67893,Entire home/apt,,3,162,2024-12-30,1.00,2,0,2,24ASTR-PER-00243
448195,The Wisteria… Portland Craftsman,2226037,1462522968736892514,Bruce,,Rose City Park,45.546532,-122.612953,Entire home/apt,,3,298,2025-11-16,1.80,1,346,15,23-108025-000-00-LU
449461,"Portland Soul, Central! Porch Time!",975606,1462534736673993077,H Lee,,Rose City Park,45.54244,-122.60331,Private room,,31,43,2025-10-09,0.27,3,365,1,
450488,"Alberta Arts Rm - fast Wifi, hd TV, Great area!",2236909,1462589820199892125,Shane,,King,45.56061,-122.6565,Private room,,31,109,2024-08-10,0.67,6,4,0,
450660,"Cozy Alberta Arts Rm - hd TV, A/C, fast Wifi, Desk",2236909,1462589820199892125,Shane,,King,45.56186,-122.65834,Private room,,31,107,2025-09-11,0.66,6,4,3,
483614,House w/ Wood Burning Stove and A/C - NE Portland,1387456,1462544421130944388,Dana,,Cully,45.55794,-122.61679,Entire home/apt,,30,218,2025-09-07,1.33,1,142,4,20-100186-000-00-HO
522334,A sunny separate studio w/skylights,19234,1462506879770712937,Robert,,Sellwood-Moreland Improvement League,45.47402,-122.6439,Entire home/apt,,4,564,2025-11-29,3.46,1,25,34,15-122203-000-00-HO
525395,Gorgeous Bungalow with Hot Tub close to Downtown,2555917,1462598467870931911,Thomas,,South Portland,45.47187,-122.67422,Entire home/apt,,3,81,2025-02-22,0.54,1,262,3,24ASTR-PER-00030
531553,Garden Oasis in Walkable Mississippi District,1601890,1462519157449988270,Jane,,Boise,45.55232,-122.67048,Entire home/apt,,2,422,2025-11-28,2.59,1,258,27,19-261542-000-00-HO
543988,Quaint English Cottage Garden Private Apt.,40759,1462507352410635106,Robert James,,Laurelhurst,45.52417,-122.61865,Entire home/apt,,2,365,2025-11-16,2.24,1,212,20,14-229235-000-00-HO
546107,"Hip, Tiny House in North Portland",307635,1462515268678546282,Andrew,,Humboldt,45.56025,-122.67222,Entire home/apt,,31,345,2025-10-02,2.11,2,174,3,
548557,NE  Concordia Cabin,2696498,1462605155566582755,Meredith,,Concordia,45.56995,-122.63151,Entire home/apt,,2,139,2024-09-29,0.86,1,306,0,16-236406-000-00-HO
557948,"Pretty house, perfect location, EV-friendly",2690880,1462605013243170294,Randy,,Hosford-Abernethy,45.50857,-122.64463,Entire home/apt,,7,16,2022-07-14,0.11,1,88,0,18-107431-000-00-HO
566103,Old Portland SE Clinton/Division,1115782,1462537338860154495,Elliott,,Hosford-Abernethy,45.50535,-122.64138,Entire home/apt,,30,54,2024-06-27,0.33,1,0,0,18-167316-000-00-HO
580155,NE Portland Oregon Modern Victorian Duplex,2854451,1462610736285908272,Julie,,Eliot,45.53912,-122.66097,Entire home/apt,,4,101,2025-10-26,0.62,1,209,5,23-092838-000-00-HO
584676,NW Portland Condo on Street Car Line,2881063,1462611423601717553,Kevin,,Northwest District,45.52972,-122.69269,Entire home/apt,,30,82,2025-09-09,0.50,1,242,2,
600976,Cozy SW 2 Bedroom/Private Bath Near Lewis & Clark,2974150,1462527341907112619,Shannon,,South Burlingame,45.46519,-122.68488,Private room,,1,475,2025-11-11,2.92,2,359,53,24-019145-000-00-HO
604270,Mt. Tabor studio with Mt. Hood view,1493662,1462547329871293630,Jeffrey,,Montavilla,45.51425,-122.58372,Entire home/apt,,2,667,2025-09-30,4.13,1,0,18,25ASTR-PER-00005
633385,Charming SW Portland Room – Super Clean & Cozy,2974150,1462527341907112619,Shannon,,South Burlingame,45.4705,-122.68506,Private room,,2,261,2025-11-02,1.62,2,365,24,24-019145-000-00-HO
637011,"Eclectic, cheerful, musical home",1810476,1462578994664277420,Susan,,Multnomah,45.46671,-122.71559,Private room,,30,21,2022-05-29,0.13,2,186,0,
637362,Sellwood Sanctuary Guest House,869146,1462531833366276007,Andrew,,Sellwood-Moreland Improvement League,45.46549,-122.65551,Entire home/apt,,3,377,2025-11-12,2.41,1,348,22,15-102449-000-00-ho
674866,Fantastic Loft in the Pearl (short or long term),1731137,1462576941587397838,Stephanie,,Pearl,45.52667,-122.68242,Entire home/apt,,90,61,2024-09-03,0.68,1,365,0,
687927,"Heart on Hawthorne ,  SE Portland",3425231,1462629064352706503,Kit,,Sunnyside,45.51365,-122.62041,Private room,,7,196,2025-08-31,1.22,1,279,12,14-255222-000-00-HO
696955,Alberta Arts House - Hip Portlandia,3569549,1462632791038275267,Ash,,Vernon,45.55888,-122.64747,Entire home/apt,,30,216,2025-08-23,1.34,1,145,2,
697115,Classic Bedroom/Private Vanity,3190134,1462622177989363082,Jenna,,Hillsdale,45.48678,-122.68989,Private room,,30,3,2014-10-01,0.02,4,365,0,
699605,Adorable Alberta Arts Bungalow,2605790,1462602434908042575,Amanda,,King,45.56611,-122.65743,Entire home/apt,,30,47,2024-09-15,0.29,1,362,0,15-179947-000-00-HO
704753,Near OHSU. Choice of Clean Rooms. Private Baths.,3190134,1462622177989363082,Jenna,,Hillsdale,45.48699,-122.69223,Private room,,30,11,2021-07-31,0.07,4,365,0,
714773,ArtFulLife,1186353,1462539203595350349,Fredrick,,Northwest District,45.52837,-122.69799,Entire home/apt,,90,135,2022-11-30,0.85,1,0,0,
760737,Remodeled basement studio in central Portland,2646777,1462603738383285553,Kyle,,Buckman,45.51851,-122.64196,Entire home/apt,,2,308,2025-11-17,3.42,1,263,25,25ASTR-APP-00130
774924,For humanitarian aid or medical vacations only,3622006,1462635069213904174,Lee Ann,,Grant Park,45.54292,-122.62822,Entire home/apt,,2,59,2022-03-21,0.37,1,0,0,16-279307-000-00-HO
775426,Incredible Location in Alberta Arts District,1150082,1462538309747426683,Michelle,,King,45.55841,-122.65152,Entire home/apt,,1,268,2025-11-22,1.73,6,316,30,91817
781710,"House near Mt Tabor, SE Portland",4123246,1462648004032161079,Leopoldo,,Montavilla,45.52076,-122.58304,Entire home/apt,,30,5,2025-07-22,0.03,1,172,1,
784126,"Portland condo near OHSU, VA Hospital & downtown!",4134978,1462648335191750613,Huma,,Homestead,45.49608,-122.68884,Entire home/apt,,30,62,2025-11-07,0.49,1,365,4,
789798,"Artsy, private lower level. Minutes from downtown.",4161754,1462533961077450124,Rhonda,,Ashcreek,45.45631,-122.73765,Entire home/apt,,2,250,2025-11-29,1.64,1,364,15,14-250883-000-00-HO
798113,Kinley Manor Coach House Experience,4203145,1462534200980799093,Rupert Kinnard,,Irvington,45.53693,-122.65713,Entire home/apt,,1,146,2024-12-08,0.97,2,94,2,07-181886-000-00-LU
801318,"Ideally Located, Modern & Artistic Large House",1150082,1462538309747426683,Michelle,,Vernon,45.55845,-122.64999,Entire home/apt,,1,117,2025-11-29,0.74,6,313,17,90695
838961,Studio Apartment - Private Entry,4382924,1462655698848860710,Reggie,,Parkrose Heights,45.54385,-122.54355,Entire home/apt,,30,44,2025-10-28,0.31,1,216,6,
857220,"Spacious, Comfy Downstairs Suite & Garage parking!",4440080,1462657534514425802,Lori,,Foster-Powell,45.49162,-122.58212,Private room,,1,431,2025-10-19,2.75,1,357,29,16-279178-000-00-HO
921597,Pearl District Loft: Urban Oasis,4955336,1462669316806096518,BettyLou,,Pearl,45.52959,-122.68424,Entire home/apt,,30,20,2022-05-05,0.13,1,191,0,
927432,"Spacious, charming, & well-located Portland house",1916182,1462581697091719876,Alexis,,Humboldt,45.56463,-122.66894,Entire home/apt,,30,9,2021-07-19,0.06,1,263,0,
929954,"Authentic Portland, Levity Lodge #3",975606,1462534736673993077,H Lee,,Rose City Park,45.54433,-122.60348,Private room,,31,14,2022-08-15,0.09,3,365,0,
938257,Pink House off Mississippi-ask for DEALS 4-6nights,1515905,1462547923712957681,Rick,,Boise,45.55039,-122.67497,Entire home/apt,,2,584,2025-11-16,3.82,2,263,23,24-007794-000-00-HO
938283,Green House Mississippi-ask for DEALS on 4-6nights,1515905,1462547923712957681,Rick,,Boise,45.55039,-122.67494,Entire home/apt,,2,558,2025-10-05,3.66,2,212,15,24-007794-000-00-HO
951387,Quiet Private Studio in Inner NE near Bus & Bike,5161731,1462539239246331329,Debra & Ludger,,Boise,45.553,-122.66629,Entire home/apt,,2,659,2025-11-30,4.24,1,258,36,17-138407-000-00-ho
958634,Spacious Private Suite for Extended Stays,5216499,1462675557906171032,Allison,,South Tabor,45.50315,-122.58148,Private room,,31,32,2025-08-09,0.21,1,364,1,
967959,Authentic Alberta Arts Abode,1507209,1462518537170695910,Penelope,,King,45.55715,-122.65553,Entire home/apt,,2,732,2025-11-10,4.82,1,344,34,14-221961-000-00-HO
993073,PDX Eco Cottage,5455260,1462681267947950406,Susan,,Hosford-Abernethy,45.50661,-122.64996,Entire home/apt,,2,403,2025-11-10,2.65,2,263,28,14-207831-000-00-HO
997150,Cozy Kerns 1 bdrm Apt - Best PDX Neighborhood!,3041678,1462616073143353794,Cora,,Buckman,45.52238,-122.63828,Entire home/apt,,1,621,2025-11-15,4.06,2,262,51,19-267171-000-00-HO
1003617,The Portland Villa on Alberta St,4430753,1462657303208347592,Catie,,Concordia,45.55856,-122.63717,Entire home/apt,,1,334,2025-11-20,2.44,1,326,26,17-259760-000-00-LU
1006381,Mid Century Modern,4246850,1462651527274324391,Daniel,,King,45.5622,-122.66176,Entire home/apt,,45,99,2024-10-01,0.65,1,90,0,
1007277,Feels Like Home,3978304,1462532887306848842,Anthony,,Woodstock,45.48719,-122.62161,Entire home/apt,,30,434,2025-01-04,2.94,1,180,1,
1009218,Perfect SE Location: Classic Portland Experience,1284016,1462517066421299830,Susan,,Buckman,45.52286,-122.64743,Entire home/apt,,30,122,2022-09-20,0.79,1,0,0,15-194034-000-00-HO
1036774,"""The Portland Purple House 1""",5707629,1462541952552930337,Arlene & Jeff,,Roseway,45.55121,-122.59294,Private room,,2,35,2022-08-28,0.24,3,0,0,21-072771-000-00-HO
1046001,"Alberta Arts Bsmt Rm  fast Wifi, hd TV,Great area!",2236909,1462589820199892125,Shane,,King,45.55965,-122.65729,Private room,,31,88,2024-11-21,0.57,6,90,0,
1086146,Spacious Urban Retreat,5970172,1462694223130537233,Dorothy,,Parkrose,45.55796,-122.55871,Entire home/apt,,2,192,2025-11-28,1.25,2,358,9,24-003298-000-00-HO
1100793,"Walker’s Paradise w/ projector, kitchenette",496929,1462512212410981555,Sam,,Sellwood-Moreland Improvement League,45.47911,-122.64506,Entire home/apt,,2,69,2025-10-21,0.52,1,359,10,17-270109-000-00-HO
1103529,The Hen House: Private unit in NE,6060622,1462696859797706389,Norah,,King,45.55192,-122.65726,Entire home/apt,,1,970,2025-10-27,6.32,2,340,74,17-132111-000-00-HO
1107789,Cozy Portland Studio Apartment,6000443,1462695210134757716,Cara,,Buckman,45.51904,-122.64412,Entire home/apt,,3,883,2025-09-24,5.77,1,202,44,14-226326-000-00-HO
1119763,Maple Cottage PDX/ Fun Historic Mississippi Ave.,2749411,1462526071718114124,Mariah,,Boise,45.55146,-122.67292,Entire home/apt,,3,429,2025-11-02,4.15,1,267,59,17-164969-000-00-HO
1123780,Airport~Private Entrance~Garden View,2946939,1462527195950204315,Jennifer,,Concordia,45.56028,-122.62061,Entire home/apt,,1,580,2025-11-30,3.80,1,166,72,24ASTR-APP-00318
1151857,Vintage Charm *Queen* at Opal 28 Apt 2,6313800,1462703286366703752,Margot,,Kerns,45.52709,-122.63826,Entire home/apt,,30,190,2024-08-17,1.33,5,152,0,Exempt
1182675,Private room in Southeast Portland,6469679,1462707207772462616,Matt,,Creston-Kenilworth,45.49214,-122.63455,Private room,,30,0,,,1,365,0,
1193068,Rosie Room at Farmhouse Cottage,1996078,1462583688130348914,Sarah K,,Marshall Park,45.45793,-122.68985,Private room,,3,18,2025-07-28,0.12,2,365,5,15-150444-000-00-HO
1194370,Cozy mud hut with big bridge view,6526820,1462546016601054733,Ivy,,Cathedral Park,45.58991,-122.76046,Private room,,30,498,2019-12-29,3.33,1,90,0,
1194589,Artisan Sanctuary,5927807,1462693092665532542,Margo,,Humboldt,45.56055,-122.66786,Entire home/apt,,2,406,2020-03-08,2.67,1,364,0,16-180113-000-00-HO
1209612,"WATERFRONT, NW  DISTRICT CONDO",6510017,1462708275206806451,Irene & Steve,,Old Town/Chinatown,45.52622,-122.67284,Entire home/apt,,30,54,2015-07-21,0.38,1,365,0,
1213052,Alberta Arts Bungalow - 4 Bedroom,6621964,1462711146349412660,Amy,,Vernon,45.5585,-122.65001,Entire home/apt,,2,236,2025-10-07,1.56,1,326,11,15-267213-000-00-LU
1242928,Modernist Loft in NE Portland | 2 beds 2 full bath,6774413,1462714954284082698,Duane,,Humboldt,45.55915,-122.66811,Entire home/apt,,30,107,2025-09-01,0.87,1,128,3,
1242968,"Urban Sanctuary near Shops, Dining & Downtown!",6416589,1462705894397411632,Adam John,,Boise,45.55398,-122.67583,Entire home/apt,,1,958,2025-10-28,6.31,6,257,42,14-226769-000-00-HO
1243615,Captain's Bed at Portland Farmhouse Cottage,1996078,1462583688130348914,Sarah K,,Marshall Park,45.45711,-122.69127,Private room,,3,7,2024-12-18,0.05,2,364,1,15-150444-000-00-HO
1248994,Creative Charmer in NE Portland,6805954,1462547365706299996,Michael,,Irvington,45.54725,-122.65495,Entire home/apt,,30,107,2025-11-21,0.71,2,141,5,
1261196,Vintage Portland Home—8 Minutes to Downtown!,234549,1462513365836601365,Kerry,,Kerns,45.52415,-122.64208,Entire home/apt,,30,247,2025-07-05,1.67,1,0,4,17-260853-000-00-HO
1268133,The Studio at the Garden Oasis,2948538,1462613213135756374,Colin And Medina,,King,45.55057,-122.65636,Entire home/apt,,31,66,2024-08-04,0.44,1,177,0,
1288320,Thompson Hideaway - walk to Convention Center,5037209,1462538537163479531,Pamela,,Eliot,45.54057,-122.66377,Entire home/apt,,2,650,2025-11-28,4.29,1,322,41,20-124319-000-00-HO
1297869,5th Ave Townhouse,7055900,1462722279289733559,Saadi,,Portland Downtown,45.51032,-122.68208,Entire home/apt,,2,448,2025-11-14,2.97,1,342,16,17-112494-000-00-LU
1313694,Work & Stay at The Green Fairy Victorian farmhouse,6153335,1462544181166324831,Sonia,,Boise,45.55014,-122.67192,Entire home/apt,,30,122,2024-09-12,0.81,2,365,0,
1332422,Salmon Street Farmhouse,1616228,1462563220794277230,Sally,,Buckman,45.51333,-122.64342,Entire home/apt,,30,15,2018-07-04,0.10,1,0,0,
1386922,Mississippi Ave Basement Studio,3859198,1462641194029344823,Justin,,Humboldt,45.56328,-122.67523,Entire home/apt,,30,212,2025-08-01,1.41,1,180,1,
1408895,Bright & Modern Home in Lovely Roseway,942377,1462515266431285477,Emily,,Roseway,45.54872,-122.58744,Entire home/apt,,30,80,2025-10-30,0.53,1,155,3,
1411299,"Cozy, yet Spacious Division 1BR Apt",6960996,1462558675109094990,David,,Richmond,45.50152,-122.62856,Entire home/apt,,2,289,2025-11-29,2.42,1,329,30,16-109354-000-00-HO
1429073,Lovely Private Room & Bath in SE (South Tabor),7656277,1462737772517545731,Joanne,,South Tabor,45.49991,-122.60654,Private room,,2,233,2025-11-30,1.55,1,246,18,16-120298-000-00-HO
1438618,One block from everything. Purely Portland stay :),7727691,1462739676378770833,Kara,,Cully,45.54883,-122.61489,Entire home/apt,,2,229,2025-10-31,2.53,3,0,35,24ASTR-PER-00004
1525272,The Irvington off Broadway studio condominium,8138263,1462750126447162401,Elizabeth,,Irvington,45.5373,-122.65571,Entire home/apt,,31,20,2025-11-17,0.16,1,365,1,
1539452,"""The Hermitage"", Historic Hafner Haus 2nd unit",8207605,1462564255609677282,Sharon,,Portland Downtown,45.51614,-122.68598,Entire home/apt,,30,166,2024-09-12,1.24,13,125,0,Exempt
1542659,Bright Beautiful Mid-Century Style Loft in N.E.,2722503,1462605988100798897,Heidi,,Eliot,45.5425,-122.66028,Entire home/apt,,2,398,2025-11-17,2.74,1,350,29,19-230304-000-00-HO
1560267,Pearl District Private Suite,2655510,1462603973538198304,Steven,,Pearl,45.52894,-122.68338,Private room,,2,680,2024-12-29,4.58,1,287,3,14-242857-000-00-HO
1584433,Historic Northwest Portland Home,8441694,1462767894990019189,Christina,,Northwest District,45.53702,-122.69974,Private room,,30,114,2025-10-23,0.80,1,365,6,00162
1641735,Zen Suite Private Bath-Alberta Arts,8703941,1462566276174414707,Tracy,,Concordia,45.56696,-122.63339,Private room,,30,57,2016-08-30,0.40,1,365,0,
1641774,Walk to OHSU/15-min drive to Intel. Pristine Room!,3190134,1462622177989363082,Jenna,,Hillsdale,45.48954,-122.69262,Private room,,30,1,2016-01-06,0.01,4,365,0,
1646847,Urban Zen Retreat,8739391,1462566424153015909,Christina,,Mt. Tabor,45.51512,-122.60498,Entire home/apt,,30,147,2024-02-21,1.04,1,364,0,
1661004,Irvington Cottage - Moda & Convention Center close,4426731,1462657194695140637,Martha,,Irvington,45.53847,-122.65533,Entire home/apt,,2,338,2025-10-05,2.91,2,153,21,24ASTR-PER-00015
1677299,"Urban Gardens a Wooded Lounge
vibe in SW Portland",5283609,1462677165688112925,Ivy,,Multnomah,45.45515,-122.71905,Entire home/apt,,2,81,2025-08-08,0.57,1,36,1,12-080366-000-00-HO
1703888,"Cool tiny home near wooded park, transit, dining",8036326,1462747538082928728,Martin,,Mt. Tabor,45.51064,-122.60206,Entire home/apt,,31,128,2022-05-13,0.86,1,0,0,14-216770-000-00-HO
1732272,Hollywood One Bedroom Home,102666,1462509654125870839,Rosy,,Rose City Park,45.5404,-122.61099,Entire home/apt,,3,106,2025-10-26,0.82,1,306,10,15-259564-000-00-HO
1751672,NE Portland Craftsman,4912906,1462668253274169711,Jennifer,,Rose City Park,45.5443,-122.61122,Entire home/apt,,3,16,2025-10-08,0.12,1,263,9,25ASTR-PER-00146
1826250,Urban Garden Studio,2592211,1462599635272671061,Joelle And James,,Richmond,45.50769,-122.62844,Private room,,30,161,2019-05-21,1.10,1,365,0,
1850556,The Nest,9663989,1462570603699569585,Laura,,Hollywood,45.5367,-122.6223,Entire home/apt,,1,582,2025-11-24,4.04,1,354,17,16-279380-000-00-HO
1851090,Inn Off Hawthorne,4966686,1462669590941323269,Marc,,Sunnyside,45.51256,-122.62489,Entire home/apt,,30,40,2025-11-10,0.28,1,364,4,
1851145,Hawthorne/Division Beautiful Suite,3379729,1462627204658058328,Dana,,Richmond,45.50969,-122.61779,Entire home/apt,,2,335,2025-11-17,2.31,1,329,32,24ASTR-PER-00073
1856414,Comfortable Hip Downtown Loft,5907304,1462692652353019360,Sari,,Portland Downtown,45.51462,-122.68498,Entire home/apt,,30,89,2025-11-22,0.61,2,365,3,
1880649,Cozy/Modern Casita,9319397,1462569035363403893,Nicol Jeannette,,Eastmoreland,45.46473,-122.62499,Entire home/apt,,30,242,2023-08-27,1.65,1,365,0,
1887261,"Clean, private suite w/garden entry",2916925,1462612381037013251,Margaret,,Piedmont,45.57657,-122.67554,Entire home/apt,,3,75,2025-10-19,1.36,1,8,4,19-200682-000-00-HO
1917726,Northeast Portland Studio with Private Entrance,9943209,1462827673213522734,Brendon,,North Tabor,45.52777,-122.61113,Entire home/apt,,30,618,2024-02-13,4.25,1,365,0,
2003568,Historic Irvington Basement Apt,3519465,1462631511136714768,Carolina,,Irvington,45.53642,-122.6486,Entire home/apt,,30,101,2025-08-01,0.70,1,363,4,
2020429,"Modern Apt. Close in SE, LOCATION!",10385699,1462573989664290351,Katrina,,Hosford-Abernethy,45.50453,-122.65446,Entire home/apt,,30,339,2024-12-01,2.33,2,122,0,
2020615,Sellwood Detached Studio Loft,10386316,1462839246876227547,Kenan,,Sellwood-Moreland Improvement League,45.46587,-122.65336,Entire home/apt,,1,600,2025-11-16,4.70,1,132,81,15-182885-000-00-HO
2033589,"Cozy Room Near Airport, Alberta",10438539,1462840680722698792,Michael,,Cully,45.56069,-122.59966,Private room,,1,609,2025-12-01,4.40,2,87,62,24-013545-000-00-HO
2038802,"2 story, 2 bath View Condo w/covered parking",2687437,1462604909653648313,Diana,,Portland Downtown,45.51564,-122.6844,Entire home/apt,,30,172,2025-07-31,1.19,1,242,1,
2101856,Cute Overlook Studio Cottage,1904731,1462521083640225988,Shanna,,Overlook,45.56142,-122.68037,Entire home/apt,,1,815,2025-11-22,5.95,1,335,73,17-129245-000-00-HO
2114753,Sunny Room in Historic Laurelhurst,4133362,1462533781369560030,Shera & Andrew,,Laurelhurst,45.521,-122.62128,Private room,,2,215,2025-08-25,1.49,1,184,10,24ASTR-PER-00452
2241274,Modern Artistic Three Bedroom Bungalow,11446106,1462864942964419926,Logan,,Grant Park,45.53523,-122.6353,Private room,,30,29,2025-06-11,0.21,1,115,1,17-123289-000-00-HO
2281775,1 Bed Apt W/Laundry. Close to Moda & Convention,829833,1462530710689565577,Kristen Melissa Elizabeth,,Irvington,45.53826,-122.65799,Entire home/apt,,1,715,2025-11-17,5.07,1,352,40,15-147474-000-00-HO
2291626,Private Haven-private bath&entrance,5229526,1462539581097636911,Jere,,Eliot,45.54215,-122.66578,Entire home/apt,,2,594,2025-11-09,4.17,1,357,23,24ASTR-PER-00034
2349023,"Cozy Williams Ave Victorian. 
 Walk to Everything!",11995752,1462877831780457608,Peggy,,Boise,45.55194,-122.66569,Entire home/apt,,2,59,2025-11-30,2.20,1,161,28,23-056268-000-00-HO
2390685,Portland Tiny House,2333787,1462592291117377648,Genevieve,,Concordia,45.56341,-122.63465,Entire home/apt,,2,905,2025-11-29,7.18,1,101,75,15-215449-000-00-HO
2407080,Luxury Modern Newer Townhouse w/views in the hills,12272370,1462883963376901241,Jeff,,Forest Park,45.52335739135742,-122.74468231201172,Entire home/apt,,30,1,2015-06-16,0.01,1,126,0,
2440738,Laurelhurst Loft above the trees!,8927355,1462790515521562480,Michele,,Kerns,45.5218391418457,-122.63525390625,Entire home/apt,,2,537,2025-11-10,3.76,1,8,30,16-216983-000-00-HO
